Iteration	CPUTime	PhysTime	Travels	Value	AvValue	MinValue	MaxValue	Delta	Criteria	PrevAvRefValue	Progress	CriteriaType	CriteriaVarType	CriteriaPercentage
57	14	0	0.885342937	-1.86320074	-1.17685135	-2.6350532	4.43737133	7.07242453	0	0	0	0	0	3
58	15	0	0.900875269	-1.67334103	-1.36202445	-2.6350532	3.20048677	5.83553997	0	0	0	0	0	3
59	15	0	0.916407601	-1.52749015	-1.43462543	-2.6350532	3.20048677	5.83553997	0	0	0	0	0	3
60	15	0	0.931939933	-1.38163217	-1.57347752	-2.6350532	2.67588884	5.31094205	0	0	0	0	0	3
61	15	0	0.947472265	-1.22067263	-1.69155514	-2.6350532	2.15211934	4.78717255	0	0	0	0	0	3
62	16	0	0.963004598	-1.11137181	-1.79044882	-2.6350532	0.530317882	3.16537109	0	0	0	0	0	3
63	16	0	0.97853693	-0.808362853	-1.8139662	-2.6350532	0.530317882	3.16537109	0	0	0	0	0	3
64	16	0	0.994069262	-0.662013602	-1.85009746	-2.6350532	-0.180082844	2.45497036	0	0	0	0	0	3
65	17	0	1.00960159	-0.703206497	-1.86594969	-2.6350532	-0.292151217	2.34290199	0.557261641	0	23.7	0	0	3
66	17	0	1.02513393	-0.52079514	-1.87287829	-2.6350532	-0.367032064	2.26802114	0.557261641	0	24.5	0	0	3
67	17	0	1.04066626	-0.496698109	-1.87680757	-2.6350532	-0.496698109	2.13835509	0.557261641	0	26	0	0	3
68	17	0	1.05619859	-0.609047423	-1.86715759	-2.6350532	-0.496698109	2.13835509	0.557261641	0	26	0	0	3
69	17	0	1.07173092	-0.412881054	-1.82814067	-2.6350532	-0.412881054	2.22217215	0.557261641	0	25	0	0	3
70	18	0	1.08726326	-0.314991219	-1.77829149	-2.6350532	-0.314991219	2.32006198	0.557261641	0	24	0	0	3
71	18	0	1.10279559	-0.344865001	-1.72400956	-2.6350532	-0.314991219	2.32006198	0.557261641	0	24	0	0	3
72	18	0	1.11832792	-0.209474134	-1.67963578	-2.6350532	-0.209474134	2.42557907	0.557261641	0	22.9	0	0	3
73	18	0	1.13386025	-0.24005455	-1.62074152	-2.6350532	-0.209474134	2.42557907	0.557261641	0	22.9	0	0	3
74	19	0	1.14939258	-0.162271489	-1.55270139	-2.6350532	-0.162271489	2.47278171	0.557261641	0	22.5	0	0	3
75	19	0	1.16492492	-0.200916645	-1.48250682	-2.6350532	-0.162271489	2.47278171	0.557261641	0	22.5	0	0	3
76	19	0	1.18045725	-0.123231337	-1.4131879	-2.6350532	-0.123231337	2.51182187	0.557261641	0	22.1	0	0	3
77	19	0	1.19598958	-0.142835542	-1.33766615	-2.58069183	-0.123231337	2.45746049	0.557261641	0	22.6	0	0	3
78	20	0	1.21152191	-0.109771894	-1.26688116	-2.58069183	-0.109771894	2.47091993	0.557261641	0	22.5	0	0	3
79	20	0	1.22705425	-0.111612801	-1.19482396	-2.58069183	-0.109771894	2.47091993	0.557261641	0	22.5	0	0	3
80	20	0	1.24258658	-0.113343073	-1.12005582	-2.55193313	-0.109771894	2.44216123	0.557261641	0	22.8	0	0	3
81	20	0	1.25811891	-0.122828771	-1.04856977	-2.55193313	-0.109771894	2.44216123	0.557261641	0	22.8	0	0	3
82	20	0	1.27365124	-0.131798819	-0.980077228	-2.55193313	-0.109771894	2.41909322	0.557261641	0	23	0	0	3
83	21	0	1.28918357	-0.145179438	-0.908421934	-2.55193313	-0.109771894	2.09356563	0.557261641	0	26.6	0	0	3
84	21	0	1.30471591	-0.173549688	-0.837615254	-2.55193313	-0.109771894	1.87102046	0.557261641	0	29.7	0	0	3
85	21	0	1.32024824	-0.195898972	-0.76742524	-2.55193313	-0.109771894	1.53852073	0.557261641	0	36.2	0	0	3
86	21	0	1.33578057	-0.206905701	-0.696363802	-2.47502951	-0.109771894	1.30006051	0.557261641	0	42.8	0	0	3
87	22	0	1.3513129	-0.229764126	-0.628325457	-2.29688694	-0.109771894	1.24848211	0.557261641	0	44.6	0	0	3
88	22	0	1.36684524	-0.284813143	-0.567353524	-2.16784676	-0.109771894	1.30945404	0.557261641	0	42.5	0	0	3
89	22	0	1.38237757	-0.338252732	-0.511911281	-1.86320074	-0.109771894	1.36489628	0.557261641	0	40.8	0	0	3
90	22	0	1.3979099	-0.388743237	-0.467230751	-1.67334103	-0.109771894	1.40957681	0.557261641	0	39.5	0	0	3
91	22	0	1.41344223	-0.432544286	-0.42963085	-1.52749015	-0.109771894	1.41771826	0.557261641	0	39.3	0	0	3
92	23	0	1.42897456	-0.470008371	-0.397585947	-1.38163217	-0.109771894	1.27186027	0.557261641	0	43.8	0	0	3
93	23	0	1.4445069	-0.508899895	-0.371139515	-1.22067263	-0.109771894	1.11090074	0.557261641	0	50.1	0	0	3
94	23	0	1.46003923	-0.559804567	-0.35111321	-1.11137181	-0.109771894	1.00159992	0.557261641	0	55.6	0	0	3
95	23	0	1.47557156	-0.605871313	-0.335795013	-0.808362853	-0.109771894	0.698590959	0.557261641	0	79.7	0	0	3
96	23	0	1.49110389	-0.62603358	-0.330269883	-0.703206497	-0.109771894	0.593434603	0.557261641	0	93.9	0	0	3
97	24	0	1.50663623	-0.655050595	-0.330058883	-0.703206497	-0.109771894	0.593434603	0.557261641	0	93.9	0	0	3
98	24	0	1.52216856	-0.67824535	-0.329302485	-0.67824535	-0.109771894	0.568473455	0.557261641	0	98	0	0	3
99	24	0	1.53770089	-0.690240315	-0.334437187	-0.690240315	-0.109771894	0.580468421	0.557261641	0	96	0	0	3
100	24	0	1.55323322	-0.746966794	-0.342021087	-0.746966794	-0.109771894	0.6371949	0.557261641	0	87.4	0	0	3
101	25	0	1.56876555	-0.764336975	-0.346726831	-0.764336975	-0.109771894	0.654565081	0.557261641	0	85.1	0	0	3
102	25	0	1.58429789	-0.804108194	-0.358582198	-0.804108194	-0.109771894	0.6943363	0.557261641	0	80.2	0	0	3
103	25	0	1.59983022	-0.81034937	-0.373593051	-0.81034937	-0.109771894	0.700577475	0.557261641	0	79.5	0	0	3
104	25	0	1.61536255	-0.838440582	-0.388549887	-0.838440582	-0.109771894	0.728668687	0.557261641	0	76.4	0	0	3
105	25	0	1.63089488	-0.850110586	-0.407963113	-0.850110586	-0.109771894	0.740338692	0.557261641	0	75.2	0	0	3
106	26	0	1.64642722	-0.889616237	-0.427646801	-0.889616237	-0.109771894	0.779844343	0.557261641	0	71.4	0	0	3
107	26	0	1.66195955	-0.917460174	-0.450531306	-0.917460174	-0.109771894	0.80768828	0.557261641	0	68.9	0	0	3
108	26	0	1.67749188	-0.938657934	-0.472887103	-0.938657934	-0.109771894	0.82888604	0.557261641	0	67.2	0	0	3
109	26	0	1.69302421	-0.952678339	-0.49802186	-0.952678339	-0.109771894	0.842906445	0.557261641	0	66.1	0	0	3
110	27	0	1.70855654	-0.962443606	-0.522858468	-0.962443606	-0.109771894	0.852671712	0.557261641	0	65.3	0	0	3
111	27	0	1.72408888	-0.965457293	-0.548788329	-0.965457293	-0.111612801	0.853844492	0.557261641	0	65.2	0	0	3
112	27	0	1.73962121	-0.968885174	-0.57476628	-0.968885174	-0.113343073	0.790753336	0.557261641	0	70.4	0	0	3
113	27	0	1.75515354	-0.966707803	-0.600625817	-0.968885174	-0.122828771	0.719267288	0.557261641	0	77.4	0	0	3
114	28	0	1.77068587	-0.965425232	-0.626159043	-0.968885174	-0.131798819	0.650774743	0.557261641	0	85.6	0	0	3
115	28	0	1.78621821	-0.962446298	-0.651330179	-0.968885174	-0.145179438	0.57911945	0.557261641	0	96.2	0	0	3
116	28	0	1.80175054	-0.958103562	-0.675964243	-0.968885174	-0.173549688	0.508312769	0.557261641	0	100	0	0	3
